env_id,cpu_logical,cpu_physical,ram_gb,gpu_available,gpu_vram_gb,num_workers,batch_size,run1,run2,run3,load_time_median
cpu_02,8,4,23.7,0,0.0,0,32,0.1395,0.1861,0.1345,0.1395
cpu_02,8,4,23.7,0,0.0,0,64,0.3833,0.4266,0.3943,0.3943
cpu_02,8,4,23.7,0,0.0,0,128,0.674,0.5834,0.557,0.5834
cpu_02,8,4,23.7,0,0.0,0,256,1.2964,1.3537,1.0968,1.2964
cpu_02,8,4,23.7,0,0.0,1,32,0.1912,0.1921,0.1947,0.1921
cpu_02,8,4,23.7,0,0.0,1,64,0.2816,0.3149,0.3329,0.3149
cpu_02,8,4,23.7,0,0.0,1,128,0.5848,0.5482,1.6369,0.5848
cpu_02,8,4,23.7,0,0.0,1,256,3.2399,3.2691,3.1964,3.2399
cpu_02,8,4,23.7,0,0.0,2,32,0.3007,0.3249,0.3002,0.3007
cpu_02,8,4,23.7,0,0.0,2,64,0.5622,0.5853,0.577,0.577
cpu_02,8,4,23.7,0,0.0,2,128,0.9879,1.0067,1.022,1.0067
cpu_02,8,4,23.7,0,0.0,2,256,2.2908,2.0501,1.9065,2.0501
cpu_02,8,4,23.7,0,0.0,4,32,0.1866,0.1938,0.1903,0.1903
cpu_02,8,4,23.7,0,0.0,4,64,0.3548,0.3919,0.3678,0.3678
cpu_02,8,4,23.7,0,0.0,4,128,0.7645,0.6564,0.6305,0.6564
cpu_02,8,4,23.7,0,0.0,4,256,1.3855,1.3699,1.3699,1.3699
