env_id,cpu_logical,cpu_physical,ram_gb,gpu_available,gpu_vram_gb,num_workers,batch_size,run1,run2,run3,load_time_median
cpu_05,8,4,7.88,0,0.0,0,32,0.2561,0.2005,0.2194,0.2194
cpu_05,8,4,7.88,0,0.0,0,64,0.5264,0.6152,0.3792,0.5264
cpu_05,8,4,7.88,0,0.0,0,128,0.7701,1.1495,0.9469,0.9469
cpu_05,8,4,7.88,0,0.0,0,256,2.1134,2.1208,1.8009,2.1134
cpu_05,8,4,7.88,0,0.0,1,32,0.3044,0.2405,0.1759,0.2405
cpu_05,8,4,7.88,0,0.0,1,64,0.3122,0.487,0.4203,0.4203
cpu_05,8,4,7.88,0,0.0,1,128,1.0167,1.0285,0.7362,1.0167
cpu_05,8,4,7.88,0,0.0,1,256,1.647,1.7744,1.6685,1.6685
cpu_05,8,4,7.88,0,0.0,2,32,0.1891,0.164,0.149,0.164
cpu_05,8,4,7.88,0,0.0,2,64,0.3317,0.2881,0.2849,0.2881
cpu_05,8,4,7.88,0,0.0,2,128,1.2187,0.7286,0.8105,0.8105
cpu_05,8,4,7.88,0,0.0,2,256,1.1502,1.513,1.4462,1.4462
cpu_05,8,4,7.88,0,0.0,4,32,0.1954,0.1448,0.1077,0.1448
cpu_05,8,4,7.88,0,0.0,4,64,0.1919,0.281,0.1884,0.1919
cpu_05,8,4,7.88,0,0.0,4,128,0.4887,0.4124,0.3412,0.4124
cpu_05,8,4,7.88,0,0.0,4,256,0.8223,0.9659,0.6725,0.8223
