env_id,cpu_logical,cpu_physical,ram_gb,gpu_available,gpu_vram_gb,num_workers,batch_size,run1,run2,run3,load_time_median
cpu_06,2,1,12.67,0,0.0,0,32,0.1384,0.1266,0.1362,0.1362
cpu_06,2,1,12.67,0,0.0,0,64,0.2635,0.2661,0.2554,0.2635
cpu_06,2,1,12.67,0,0.0,0,128,0.5063,0.4973,0.5174,0.5063
cpu_06,2,1,12.67,0,0.0,0,256,1.4776,1.5028,1.005,1.4776
cpu_06,2,1,12.67,0,0.0,1,32,0.264,0.276,0.2641,0.2641
cpu_06,2,1,12.67,0,0.0,1,64,0.4182,0.4068,0.4048,0.4068
cpu_06,2,1,12.67,0,0.0,1,128,0.7077,0.7124,0.7209,0.7124
cpu_06,2,1,12.67,0,0.0,1,256,1.2628,1.2671,1.7294,1.2671
cpu_06,2,1,12.67,0,0.0,2,32,0.3011,0.3214,0.2831,0.3011
cpu_06,2,1,12.67,0,0.0,2,64,0.3388,0.3181,0.3387,0.3387
cpu_06,2,1,12.67,0,0.0,2,128,0.5616,0.588,0.607,0.588
cpu_06,2,1,12.67,0,0.0,2,256,1.0628,1.0576,1.1759,1.0628
cpu_06,2,1,12.67,0,0.0,4,32,0.2065,0.1914,0.2155,0.2065
cpu_06,2,1,12.67,0,0.0,4,64,0.3258,0.4076,0.6434,0.4076
cpu_06,2,1,12.67,0,0.0,4,128,1.0218,0.9181,0.6653,0.9181
cpu_06,2,1,12.67,0,0.0,4,256,1.0952,1.1173,1.1496,1.1173
