env_id,cpu_logical,cpu_physical,ram_gb,gpu_available,gpu_vram_gb,num_workers,batch_size,run1,run2,run3,load_time_median,workers_x_cpu,batch_x_ram,cpu_per_worker,workers_x_gpu,batch_x_gpu,num_workers_req
cpu_02,8,4,23.7,0,0.0,2,256,2.2908,2.0501,1.9065,2.0501,16,10.80168776371308,2.6666666666666665,0,0,
cpu_02,8,4,23.7,0,0.0,4,32,0.1866,0.1938,0.1903,0.1903,32,1.350210970464135,1.6,0,0,
cpu_02,8,4,23.7,0,0.0,4,64,0.3548,0.3919,0.3678,0.3678,32,2.70042194092827,1.6,0,0,
cpu_02,8,4,23.7,0,0.0,4,128,0.7645,0.6564,0.6305,0.6564,32,5.40084388185654,1.6,0,0,
cpu_02,8,4,23.7,0,0.0,4,256,1.3855,1.3699,1.3699,1.3699,32,10.80168776371308,1.6,0,0,
cpu_03,8,4,7.84,0,0.0,0,32,0.138,0.1112,0.1244,0.1244,0,4.081632653061225,8.0,0,0,
cpu_03,8,4,7.84,0,0.0,0,64,0.2365,0.2174,0.2187,0.2187,0,8.16326530612245,8.0,0,0,
cpu_03,8,4,7.84,0,0.0,0,128,0.4264,0.4392,0.4431,0.4392,0,16.3265306122449,8.0,0,0,
cpu_03,8,4,7.84,0,0.0,0,256,0.93,0.8538,0.8451,0.8538,0,32.6530612244898,8.0,0,0,
cpu_03,8,4,7.84,0,0.0,1,32,0.1274,0.125,0.1272,0.1272,8,4.081632653061225,4.0,0,0,
cpu_03,8,4,7.84,0,0.0,1,64,0.2313,0.2304,0.2632,0.2313,8,8.16326530612245,4.0,0,0,
cpu_03,8,4,7.84,0,0.0,1,128,0.4421,0.446,0.4446,0.4446,8,16.3265306122449,4.0,0,0,
cpu_03,8,4,7.84,0,0.0,1,256,0.8614,0.8606,0.8573,0.8606,8,32.6530612244898,4.0,0,0,
cpu_03,8,4,7.84,0,0.0,2,32,0.0729,0.0901,0.0884,0.0884,16,4.081632653061225,2.6666666666666665,0,0,
cpu_03,8,4,7.84,0,0.0,2,64,0.1638,0.1317,0.1626,0.1626,16,8.16326530612245,2.6666666666666665,0,0,
cpu_03,8,4,7.84,0,0.0,2,128,0.279,0.2656,0.2441,0.2656,16,16.3265306122449,2.6666666666666665,0,0,
cpu_03,8,4,7.84,0,0.0,2,256,0.4777,0.4736,0.4746,0.4746,16,32.6530612244898,2.6666666666666665,0,0,
cpu_03,8,4,7.84,0,0.0,4,32,0.0508,0.052,0.0504,0.0508,32,4.081632653061225,1.6,0,0,
cpu_03,8,4,7.84,0,0.0,4,64,0.0871,0.0943,0.0846,0.0871,32,8.16326530612245,1.6,0,0,
cpu_03,8,4,7.84,0,0.0,4,128,0.1617,0.1803,0.2284,0.1803,32,16.3265306122449,1.6,0,0,
cpu_03,8,4,7.84,0,0.0,4,256,0.4159,0.3397,0.3205,0.3397,32,32.6530612244898,1.6,0,0,
cpu_04,12,8,15.68,0,0.0,0,32,0.0695,0.0723,0.0769,0.0723,0,2.0408163265306123,12.0,0,0,
cpu_04,12,8,15.68,0,0.0,0,64,0.1385,0.1578,0.1397,0.1397,0,4.081632653061225,12.0,0,0,
cpu_04,12,8,15.68,0,0.0,0,128,0.2917,0.2913,0.2846,0.2913,0,8.16326530612245,12.0,0,0,
cpu_04,12,8,15.68,0,0.0,0,256,0.5895,0.5863,0.5825,0.5863,0,16.3265306122449,12.0,0,0,
cpu_04,12,8,15.68,0,0.0,1,32,0.1018,0.1279,0.0963,0.1018,12,2.0408163265306123,6.0,0,0,
cpu_04,12,8,15.68,0,0.0,1,64,0.1849,0.1731,0.175,0.175,12,4.081632653061225,6.0,0,0,
cpu_04,12,8,15.68,0,0.0,1,128,0.3226,0.3043,0.2909,0.3043,12,8.16326530612245,6.0,0,0,
cpu_04,12,8,15.68,0,0.0,1,256,0.581,0.6239,0.6138,0.6138,12,16.3265306122449,6.0,0,0,
cpu_04,12,8,15.68,0,0.0,2,32,0.0833,0.0669,0.0574,0.0669,24,2.0408163265306123,4.0,0,0,
cpu_04,12,8,15.68,0,0.0,2,64,0.0881,0.1125,0.0846,0.0881,24,4.081632653061225,4.0,0,0,
cpu_04,12,8,15.68,0,0.0,2,128,0.1491,0.1576,0.1554,0.1554,24,8.16326530612245,4.0,0,0,
cpu_04,12,8,15.68,0,0.0,2,256,0.2972,0.3005,1.0752,0.3005,24,16.3265306122449,4.0,0,0,
cpu_04,12,8,15.68,0,0.0,4,32,0.1416,0.1164,0.1262,0.1262,48,2.0408163265306123,2.4,0,0,
cpu_04,12,8,15.68,0,0.0,4,64,0.2026,0.2098,0.2061,0.2061,48,4.081632653061225,2.4,0,0,
cpu_04,12,8,15.68,0,0.0,4,128,0.4207,0.4018,0.4085,0.4085,48,8.16326530612245,2.4,0,0,
cpu_04,12,8,15.68,0,0.0,4,256,0.7709,0.778,0.81,0.778,48,16.3265306122449,2.4,0,0,
cpu_05,8,4,7.88,0,0.0,0,32,0.2561,0.2005,0.2194,0.2194,0,4.060913705583756,8.0,0,0,
cpu_05,8,4,7.88,0,0.0,0,64,0.5264,0.6152,0.3792,0.5264,0,8.121827411167512,8.0,0,0,
cpu_05,8,4,7.88,0,0.0,0,128,0.7701,1.1495,0.9469,0.9469,0,16.243654822335024,8.0,0,0,
cpu_05,8,4,7.88,0,0.0,0,256,2.1134,2.1208,1.8009,2.1134,0,32.48730964467005,8.0,0,0,
cpu_05,8,4,7.88,0,0.0,1,32,0.3044,0.2405,0.1759,0.2405,8,4.060913705583756,4.0,0,0,
cpu_05,8,4,7.88,0,0.0,1,64,0.3122,0.487,0.4203,0.4203,8,8.121827411167512,4.0,0,0,
cpu_05,8,4,7.88,0,0.0,1,128,1.0167,1.0285,0.7362,1.0167,8,16.243654822335024,4.0,0,0,
cpu_05,8,4,7.88,0,0.0,1,256,1.647,1.7744,1.6685,1.6685,8,32.48730964467005,4.0,0,0,
cpu_05,8,4,7.88,0,0.0,2,32,0.1891,0.164,0.149,0.164,16,4.060913705583756,2.6666666666666665,0,0,
cpu_05,8,4,7.88,0,0.0,2,64,0.3317,0.2881,0.2849,0.2881,16,8.121827411167512,2.6666666666666665,0,0,
cpu_05,8,4,7.88,0,0.0,2,128,1.2187,0.7286,0.8105,0.8105,16,16.243654822335024,2.6666666666666665,0,0,
cpu_05,8,4,7.88,0,0.0,2,256,1.1502,1.513,1.4462,1.4462,16,32.48730964467005,2.6666666666666665,0,0,
cpu_05,8,4,7.88,0,0.0,4,32,0.1954,0.1448,0.1077,0.1448,32,4.060913705583756,1.6,0,0,
cpu_05,8,4,7.88,0,0.0,4,64,0.1919,0.281,0.1884,0.1919,32,8.121827411167512,1.6,0,0,
cpu_05,8,4,7.88,0,0.0,4,128,0.4887,0.4124,0.3412,0.4124,32,16.243654822335024,1.6,0,0,
cpu_05,8,4,7.88,0,0.0,4,256,0.8223,0.9659,0.6725,0.8223,32,32.48730964467005,1.6,0,0,
cpu_06,2,1,12.67,0,0.0,0,32,0.1384,0.1266,0.1362,0.1362,0,2.525651144435675,2.0,0,0,
cpu_06,2,1,12.67,0,0.0,0,64,0.2635,0.2661,0.2554,0.2635,0,5.05130228887135,2.0,0,0,
cpu_06,2,1,12.67,0,0.0,0,128,0.5063,0.4973,0.5174,0.5063,0,10.1026045777427,2.0,0,0,
cpu_06,2,1,12.67,0,0.0,0,256,1.4776,1.5028,1.005,1.4776,0,20.2052091554854,2.0,0,0,
cpu_06,2,1,12.67,0,0.0,1,32,0.264,0.276,0.2641,0.2641,2,2.525651144435675,1.0,0,0,
cpu_06,2,1,12.67,0,0.0,1,64,0.4182,0.4068,0.4048,0.4068,2,5.05130228887135,1.0,0,0,
cpu_06,2,1,12.67,0,0.0,1,128,0.7077,0.7124,0.7209,0.7124,2,10.1026045777427,1.0,0,0,
cpu_06,2,1,12.67,0,0.0,1,256,1.2628,1.2671,1.7294,1.2671,2,20.2052091554854,1.0,0,0,
cpu_06,2,1,12.67,0,0.0,2,32,0.3011,0.3214,0.2831,0.3011,4,2.525651144435675,0.6666666666666666,0,0,
cpu_06,2,1,12.67,0,0.0,2,64,0.3388,0.3181,0.3387,0.3387,4,5.05130228887135,0.6666666666666666,0,0,
cpu_06,2,1,12.67,0,0.0,2,128,0.5616,0.588,0.607,0.588,4,10.1026045777427,0.6666666666666666,0,0,
cpu_06,2,1,12.67,0,0.0,2,256,1.0628,1.0576,1.1759,1.0628,4,20.2052091554854,0.6666666666666666,0,0,
cpu_06,2,1,12.67,0,0.0,4,32,0.2065,0.1914,0.2155,0.2065,8,2.525651144435675,0.4,0,0,
cpu_06,2,1,12.67,0,0.0,4,64,0.3258,0.4076,0.6434,0.4076,8,5.05130228887135,0.4,0,0,
cpu_06,2,1,12.67,0,0.0,4,128,1.0218,0.9181,0.6653,0.9181,8,10.1026045777427,0.4,0,0,
cpu_06,2,1,12.67,0,0.0,4,256,1.0952,1.1173,1.1496,1.1173,8,20.2052091554854,0.4,0,0,
cpu_07,12,6,7.4,0,0.0,0,32,0.2238,0.2362,0.2297,0.2297,0,4.324324324324324,12.0,0,0,
cpu_07,12,6,7.4,0,0.0,0,64,0.4513,0.4459,0.4604,0.4513,0,8.648648648648647,12.0,0,0,
cpu_07,12,6,7.4,0,0.0,0,128,1.109,1.0563,1.0078,1.0563,0,17.297297297297295,12.0,0,0,
cpu_07,12,6,7.4,0,0.0,0,256,1.7812,1.7596,1.7823,1.7812,0,34.59459459459459,12.0,0,0,
cpu_07,12,6,7.4,0,0.0,1,32,0.2959,0.3719,0.2876,0.2959,12,4.324324324324324,6.0,0,0,
cpu_07,12,6,7.4,0,0.0,1,64,0.543,0.5356,0.5699,0.543,12,8.648648648648647,6.0,0,0,
cpu_07,12,6,7.4,0,0.0,1,128,1.0852,1.0602,1.0526,1.0602,12,17.297297297297295,6.0,0,0,
cpu_07,12,6,7.4,0,0.0,1,256,2.059,2.0157,2.0174,2.0174,12,34.59459459459459,6.0,0,0,
cpu_07,12,6,7.4,0,0.0,2,32,0.1826,0.183,0.1699,0.1826,24,4.324324324324324,4.0,0,0,
cpu_07,12,6,7.4,0,0.0,2,64,0.3246,0.3125,0.3641,0.3246,24,8.648648648648647,4.0,0,0,
cpu_07,12,6,7.4,0,0.0,2,128,0.6227,0.5711,0.5774,0.5774,24,17.297297297297295,4.0,0,0,
cpu_07,12,6,7.4,0,0.0,2,256,1.4786,1.1542,1.331,1.331,24,34.59459459459459,4.0,0,0,
cpu_07,12,6,7.4,0,0.0,4,32,0.1168,0.1362,0.1343,0.1343,48,4.324324324324324,2.4,0,0,
cpu_07,12,6,7.4,0,0.0,4,64,0.2651,0.2616,0.2748,0.2651,48,8.648648648648647,2.4,0,0,
cpu_07,12,6,7.4,0,0.0,4,128,0.48,0.4891,0.481,0.481,48,17.297297297297295,2.4,0,0,
cpu_07,12,6,7.4,0,0.0,4,256,0.849,0.9297,0.8459,0.849,48,34.59459459459459,2.4,0,0,
cpu_08,12,8,15.71,0,0.0,0,32,0.0674,0.0635,0.0562,0.0635,0,2.0369191597708465,12.0,0,0,
cpu_08,12,8,15.71,0,0.0,0,64,0.112,0.1113,0.1231,0.112,0,4.073838319541693,12.0,0,0,
cpu_08,12,8,15.71,0,0.0,0,128,0.2289,0.2129,0.2088,0.2129,0,8.147676639083386,12.0,0,0,
cpu_08,12,8,15.71,0,0.0,0,256,0.4021,0.3637,0.3655,0.3655,0,16.295353278166772,12.0,0,0,
cpu_08,12,8,15.71,0,0.0,1,32,0.0595,0.0628,0.0801,0.0628,12,2.0369191597708465,6.0,0,0,
cpu_08,12,8,15.71,0,0.0,1,64,0.1072,0.1049,0.1071,0.1071,12,4.073838319541693,6.0,0,0,
cpu_08,12,8,15.71,0,0.0,1,128,0.1964,0.1971,0.2582,0.1971,12,8.147676639083386,6.0,0,0,
cpu_08,12,8,15.71,0,0.0,1,256,0.3645,0.4579,0.4561,0.4561,12,16.295353278166772,6.0,0,0,
cpu_08,12,8,15.71,0,0.0,2,32,0.0387,0.0334,0.035,0.035,24,2.0369191597708465,4.0,0,0,
cpu_08,12,8,15.71,0,0.0,2,64,0.0735,0.0576,0.0794,0.0735,24,4.073838319541693,4.0,0,0,
cpu_08,12,8,15.71,0,0.0,2,128,0.1072,0.107,0.108,0.1072,24,8.147676639083386,4.0,0,0,
cpu_08,12,8,15.71,0,0.0,2,256,0.2787,0.2019,0.2089,0.2089,24,16.295353278166772,4.0,0,0,
cpu_08,12,8,15.71,0,0.0,4,32,0.0274,0.025,0.0316,0.0274,48,2.0369191597708465,2.4,0,0,
cpu_08,12,8,15.71,0,0.0,4,64,0.0428,0.0522,0.0542,0.0522,48,4.073838319541693,2.4,0,0,
cpu_08,12,8,15.71,0,0.0,4,128,0.0899,0.0754,0.0962,0.0899,48,8.147676639083386,2.4,0,0,
cpu_08,12,8,15.71,0,0.0,4,256,0.1645,0.1619,0.1661,0.1645,48,16.295353278166772,2.4,0,0,
cpu_09,12,6,7.37,0,0.0,0,32,0.1455,0.1256,0.1275,0.1275,0,4.341926729986431,12.0,0,0,
cpu_09,12,6,7.37,0,0.0,0,64,0.2489,0.2424,0.2286,0.2424,0,8.683853459972863,12.0,0,0,
cpu_09,12,6,7.37,0,0.0,0,128,0.4547,0.4588,0.4724,0.4588,0,17.367706919945725,12.0,0,0,
cpu_09,12,6,7.37,0,0.0,0,256,0.9295,0.9005,0.8931,0.9005,0,34.73541383989145,12.0,0,0,
cpu_09,12,6,7.37,0,0.0,1,32,0.1624,0.1569,0.1576,0.1576,12,4.341926729986431,6.0,0,0,
cpu_09,12,6,7.37,0,0.0,1,64,0.2737,0.2795,0.3289,0.2795,12,8.683853459972863,6.0,0,0,
cpu_09,12,6,7.37,0,0.0,1,128,0.4767,0.5027,0.4766,0.4767,12,17.367706919945725,6.0,0,0,
cpu_09,12,6,7.37,0,0.0,1,256,0.9025,0.9009,0.9089,0.9025,12,34.73541383989145,6.0,0,0,
cpu_09,12,6,7.37,0,0.0,2,32,0.0873,0.0887,0.0847,0.0873,24,4.341926729986431,4.0,0,0,
cpu_09,12,6,7.37,0,0.0,2,64,0.1466,0.1439,0.1415,0.1439,24,8.683853459972863,4.0,0,0,
cpu_09,12,6,7.37,0,0.0,2,128,0.2613,0.2587,0.2896,0.2613,24,17.367706919945725,4.0,0,0,
cpu_09,12,6,7.37,0,0.0,2,256,0.4941,0.5162,0.5122,0.5122,24,34.73541383989145,4.0,0,0,
cpu_09,12,6,7.37,0,0.0,4,32,0.0759,0.0718,0.0577,0.0718,48,4.341926729986431,2.4,0,0,
cpu_09,12,6,7.37,0,0.0,4,64,0.0954,0.1028,0.0935,0.0954,48,8.683853459972863,2.4,0,0,
cpu_09,12,6,7.37,0,0.0,4,128,0.1652,0.2396,0.2466,0.2396,48,17.367706919945725,2.4,0,0,
cpu_09,12,6,7.37,0,0.0,4,256,0.4577,0.4449,0.4902,0.4577,48,34.73541383989145,2.4,0,0,
cpu_10,8,4,15.7,0,0.0,0,32,0.3534,0.3223,0.3169,0.3223,0,2.038216560509554,8.0,0,0,
cpu_10,8,4,15.7,0,0.0,0,64,0.6329,0.6575,0.679,0.6575,0,4.076433121019108,8.0,0,0,
cpu_10,8,4,15.7,0,0.0,0,128,1.3054,1.3065,1.3049,1.3054,0,8.152866242038217,8.0,0,0,
cpu_10,8,4,15.7,0,0.0,0,256,2.5129,2.581,2.5486,2.5486,0,16.305732484076433,8.0,0,0,
cpu_10,8,4,15.7,0,0.0,1,32,0.3462,0.3989,0.1304,0.3462,8,2.038216560509554,4.0,0,0,
cpu_10,8,4,15.7,0,0.0,1,64,0.3027,0.2477,0.8517,0.3027,8,4.076433121019108,4.0,0,0,
cpu_10,8,4,15.7,0,0.0,1,128,1.5542,1.4358,0.4682,1.4358,8,8.152866242038217,4.0,0,0,
cpu_10,8,4,15.7,0,0.0,1,256,1.0217,0.7481,0.727,0.7481,8,16.305732484076433,4.0,0,0,
cpu_10,8,4,15.7,0,0.0,2,32,0.0692,0.062,0.0692,0.0692,16,2.038216560509554,2.6666666666666665,0,0,
cpu_10,8,4,15.7,0,0.0,2,64,0.1204,0.1112,0.4286,0.1204,16,4.076433121019108,2.6666666666666665,0,0,
cpu_10,8,4,15.7,0,0.0,2,128,0.8145,0.776,0.8096,0.8096,16,8.152866242038217,2.6666666666666665,0,0,
cpu_10,8,4,15.7,0,0.0,2,256,0.4132,0.4145,0.4234,0.4145,16,16.305732484076433,2.6666666666666665,0,0,
cpu_10,8,4,15.7,0,0.0,4,32,0.0496,0.047,0.0506,0.0496,32,2.038216560509554,1.6,0,0,
cpu_10,8,4,15.7,0,0.0,4,64,0.0869,0.0947,0.0793,0.0869,32,4.076433121019108,1.6,0,0,
cpu_10,8,4,15.7,0,0.0,4,128,0.1641,0.1611,0.1516,0.1611,32,8.152866242038217,1.6,0,0,
cpu_10,8,4,15.7,0,0.0,4,256,0.3049,0.3083,0.3171,0.3083,32,16.305732484076433,1.6,0,0,
cpu_11,16,8,15.38,0,0.0,0,32,0.0971,0.0945,0.0946,0.0946,0,2.0806241872561766,16.0,0,0,
cpu_11,16,8,15.38,0,0.0,0,64,0.1878,0.1856,0.1872,0.1872,0,4.161248374512353,16.0,0,0,
cpu_11,16,8,15.38,0,0.0,0,128,0.3724,0.3739,0.3724,0.3724,0,8.322496749024706,16.0,0,0,
cpu_11,16,8,15.38,0,0.0,0,256,0.746,0.7402,0.7441,0.7441,0,16.644993498049413,16.0,0,0,
cpu_11,16,8,15.38,0,0.0,1,32,0.1115,0.1154,0.11,0.1115,16,2.0806241872561766,8.0,0,0,
cpu_11,16,8,15.38,0,0.0,1,64,0.2006,0.1965,0.1984,0.1984,16,4.161248374512353,8.0,0,0,
cpu_11,16,8,15.38,0,0.0,1,128,0.3763,0.3693,0.3728,0.3728,16,8.322496749024706,8.0,0,0,
cpu_11,16,8,15.38,0,0.0,1,256,0.7357,0.7652,0.7373,0.7373,16,16.644993498049413,8.0,0,0,
cpu_11,16,8,15.38,0,0.0,2,32,0.0587,0.0611,0.0606,0.0606,32,2.0806241872561766,5.333333333333333,0,0,
cpu_11,16,8,15.38,0,0.0,2,64,0.1075,0.1098,0.1098,0.1098,32,4.161248374512353,5.333333333333333,0,0,
cpu_11,16,8,15.38,0,0.0,2,128,0.206,0.2098,0.2045,0.206,32,8.322496749024706,5.333333333333333,0,0,
cpu_11,16,8,15.38,0,0.0,2,256,0.3997,0.4063,0.4019,0.4019,32,16.644993498049413,5.333333333333333,0,0,
cpu_11,16,8,15.38,0,0.0,4,32,0.0365,0.0493,0.0456,0.0456,64,2.0806241872561766,3.2,0,0,
cpu_11,16,8,15.38,0,0.0,4,64,0.0853,0.0881,0.088,0.088,64,4.161248374512353,3.2,0,0,
cpu_11,16,8,15.38,0,0.0,4,128,0.1647,0.1662,0.176,0.1662,64,8.322496749024706,3.2,0,0,
cpu_11,16,8,15.38,0,0.0,4,256,0.2491,0.25,0.2456,0.2491,64,16.644993498049413,3.2,0,0,
cpu_12,8,4,7.84,0,0.0,0,32,0.1036,0.1039,0.1021,0.1036,0,4.081632653061225,8.0,0,0,
cpu_12,8,4,7.84,0,0.0,0,64,0.1987,0.2147,0.2208,0.2147,0,8.16326530612245,8.0,0,0,
cpu_12,8,4,7.84,0,0.0,0,128,0.4043,0.395,0.4115,0.4043,0,16.3265306122449,8.0,0,0,
cpu_12,8,4,7.84,0,0.0,0,256,0.8144,0.7903,0.814,0.814,0,32.6530612244898,8.0,0,0,
cpu_12,8,4,7.84,0,0.0,1,32,0.1216,0.1482,0.111,0.1216,8,4.081632653061225,4.0,0,0,
cpu_12,8,4,7.84,0,0.0,1,64,0.2144,0.2312,0.2686,0.2312,8,8.16326530612245,4.0,0,0,
cpu_12,8,4,7.84,0,0.0,1,128,0.5101,0.3931,0.4541,0.4541,8,16.3265306122449,4.0,0,0,
cpu_12,8,4,7.84,0,0.0,1,256,0.8508,0.8156,0.8369,0.8369,8,32.6530612244898,4.0,0,0,
cpu_12,8,4,7.84,0,0.0,2,32,0.0616,0.059,0.0623,0.0616,16,4.081632653061225,2.6666666666666665,0,0,
cpu_12,8,4,7.84,0,0.0,2,64,0.1174,0.1154,0.1105,0.1154,16,8.16326530612245,2.6666666666666665,0,0,
cpu_12,8,4,7.84,0,0.0,2,128,0.2259,0.215,0.2508,0.2259,16,16.3265306122449,2.6666666666666665,0,0,
cpu_12,8,4,7.84,0,0.0,2,256,0.4952,0.52,0.4688,0.4952,16,32.6530612244898,2.6666666666666665,0,0,
cpu_12,8,4,7.84,0,0.0,4,32,0.0549,0.0462,0.0426,0.0462,32,4.081632653061225,1.6,0,0,
cpu_12,8,4,7.84,0,0.0,4,64,0.097,0.1021,0.0846,0.097,32,8.16326530612245,1.6,0,0,
cpu_12,8,4,7.84,0,0.0,4,128,0.2098,0.1661,0.204,0.204,32,16.3265306122449,1.6,0,0,
cpu_12,8,4,7.84,0,0.0,4,256,0.3111,0.3162,0.3749,0.3162,32,32.6530612244898,1.6,0,0,
gpu_01,20,10,31.03,1,7.65,0,32,0.0836,0.0741,0.0768,0.0768,0,1.0312600708991297,20.0,0,32,0.0
gpu_01,20,10,31.03,1,7.65,0,64,0.1541,0.1595,0.1587,0.1587,0,2.0625201417982595,20.0,0,64,0.0
gpu_01,20,10,31.03,1,7.65,0,128,0.2959,0.2838,0.2813,0.2838,0,4.125040283596519,20.0,0,128,0.0
gpu_01,20,10,31.03,1,7.65,0,256,0.5558,0.5593,0.5588,0.5588,0,8.250080567193038,20.0,0,256,0.0
gpu_01,20,10,31.03,1,7.65,1,32,0.107,0.1144,0.1053,0.107,20,1.0312600708991297,10.0,1,32,1.0
gpu_01,20,10,31.03,1,7.65,1,64,0.1863,0.1925,0.1878,0.1878,20,2.0625201417982595,10.0,1,64,1.0
gpu_01,20,10,31.03,1,7.65,1,128,0.343,0.3391,0.3455,0.343,20,4.125040283596519,10.0,1,128,1.0
gpu_01,20,10,31.03,1,7.65,1,256,0.673,0.6813,0.6811,0.6811,20,8.250080567193038,10.0,1,256,1.0
gpu_01,20,10,31.03,1,7.65,2,32,0.0596,0.0611,0.0581,0.0596,40,1.0312600708991297,6.666666666666667,2,32,2.0
gpu_01,20,10,31.03,1,7.65,2,64,0.1079,0.1062,0.1102,0.1079,40,2.0625201417982595,6.666666666666667,2,64,2.0
gpu_01,20,10,31.03,1,7.65,2,128,0.1894,0.2168,0.1954,0.1954,40,4.125040283596519,6.666666666666667,2,128,2.0
gpu_01,20,10,31.03,1,7.65,2,256,0.3871,0.3919,0.4071,0.3919,40,8.250080567193038,6.666666666666667,2,256,2.0
gpu_01,20,10,31.03,1,7.65,4,32,0.045,0.0399,0.0385,0.0399,80,1.0312600708991297,4.0,4,32,4.0
gpu_01,20,10,31.03,1,7.65,4,64,0.0624,0.0631,0.0636,0.0631,80,2.0625201417982595,4.0,4,64,4.0
gpu_01,20,10,31.03,1,7.65,4,128,0.1222,0.1137,0.1164,0.1164,80,4.125040283596519,4.0,4,128,4.0
gpu_01,20,10,31.03,1,7.65,4,256,0.2133,0.2299,0.2196,0.2196,80,8.250080567193038,4.0,4,256,4.0
gpu_02,2,1,12.67,1,14.56,0,32,0.1322,0.1137,0.1159,0.1159,0,2.525651144435675,2.0,0,32,
gpu_02,2,1,12.67,1,14.56,0,64,0.2252,0.2247,0.2423,0.2252,0,5.05130228887135,2.0,0,64,
gpu_02,2,1,12.67,1,14.56,0,128,0.4466,0.4562,0.4377,0.4466,0,10.1026045777427,2.0,0,128,
gpu_02,2,1,12.67,1,14.56,0,256,0.909,0.8982,0.8771,0.8982,0,20.2052091554854,2.0,0,256,
gpu_02,2,1,12.67,1,14.56,1,32,0.2028,0.2245,0.2105,0.2105,2,2.525651144435675,1.0,1,32,
gpu_02,2,1,12.67,1,14.56,1,64,0.3439,0.3452,0.363,0.3452,2,5.05130228887135,1.0,1,64,
gpu_02,2,1,12.67,1,14.56,1,128,0.5986,0.7712,0.7515,0.7515,2,10.1026045777427,1.0,1,128,
gpu_02,2,1,12.67,1,14.56,1,256,1.2828,1.0992,1.1154,1.1154,2,20.2052091554854,1.0,1,256,
